report_id,DESCRIPTION,OFFENSE_DATE,LOCATION
222018753,PROPERTY - LOST/ MISSING,2009-03-16 16:20:00,HARRISON AVE
222018750,ASSAULT - AGGRAVATED,2009-03-17 19:20:00,BOYLSTON ST
222018749,INVESTIGATE PERSON,2009-03-17 17:58:00,E BROADWAY
222018748,LARCENY THEFT FROM BUILDING,2009-03-11 16:40:00,WASHINGTON ST
222018745,LARCENY ALL OTHERS,2009-03-17 16:04:00,DUDLEY ST
222018744,SERVICE TO OTHER AGENCY,2009-03-17 00:00:00,WESTMORE RD
222018743,MISSING PERSON - NOT REPORTED - LOCATED,2009-03-17 15:30:00,GARFIELD AVE
222018741,FRAUD - FALSE PRETENSE / SCHEME,2009-03-10 10:00:00,CENTRE ST
222018740,VERBAL DISPUTE,2009-03-17 00:00:00,HUMBOLDT AVE
222018739,LARCENY SHOPLIFTING,2009-03-17 18:42:00,SUMMER ST
222018738,INVESTIGATE PERSON,2009-03-17 17:49:00,HUNTINGTON AVE
222018735,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,2009-03-17 17:50:00,"EUSTIS ST & DEARBORN ST
BOSTON  MA 02119
UNITED ST"
222018734,LARCENY SHOPLIFTING,2009-03-17 18:30:00,BOYLSTON ST
222018733,SICK ASSIST,2009-03-17 18:00:00,GALLIVAN BLVD
222018732,LARCENY SHOPLIFTING,2009-03-17 18:15:00,ALLSTATE RD DO BSTN (TARGET)
222018728,LARCENY THEFT FROM BUILDING,2009-03-17 09:00:00,VINE STREET
222018727,DEATH INVESTIGATION,2009-03-17 17:43:00,LUCY ST
222018726,MISSING PERSON - LOCATED,2009-03-17 15:30:00,REV RICHARD A BURKE ST
222018725,SICK ASSIST,2009-03-17 17:16:00,KOVEY RD
222018724,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-03-17 17:10:00,"HYDE PARK AVE & MILTON ST
HYDE PARK  MA 02136
UNIT"
222018722,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,2009-03-17 17:31:00,TELEGRAPH ST & KNOWLTON ST
222018721,LARCENY SHOPLIFTING,2009-03-17 17:24:00,AMERICAN LEGION HWY
222018720,THREATS TO DO BODILY HARM,2009-03-16 14:40:00,GIBSON ST
222018719,VERBAL DISPUTE,2009-03-17 17:45:00,HARRISON AVE
222018718,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,2009-03-17 17:23:00,"W BROADWAY & E ST
SOUTH BOSTON  MA 02127
UNITED ST"
222018717,FRAUD - FALSE PRETENSE / SCHEME,2009-03-16 00:00:00,CENTRE ST
222018715,FORGERY / COUNTERFEITING,2009-02-02 09:00:00,HYDE PARK AVE
222018714,SICK ASSIST,2009-03-17 00:00:00,COLUMBIA RD
222018712,M/V ACCIDENT - PERSONAL INJURY,2009-03-17 16:07:00,COLUMBUS AVE
222018711,ROBBERY,2009-03-17 16:20:00,BEACH ST
222018710,VERBAL DISPUTE,2009-03-17 15:37:00,HOWE ST
222018708,LARCENY THEFT FROM MV - NON-ACCESSORY,2009-03-15 14:30:00,HARRISON AVE
222018707,SICK ASSIST,2009-03-17 16:37:00,BLUE HILL AVE
222018705,ASSAULT - AGGRAVATED,2009-03-17 16:08:00,SEAVER ST
222018703,PROPERTY - FOUND,2009-03-17 17:12:00,GIBSON ST
222018702,M/V - LEAVING SCENE - PERSONAL INJURY,2009-03-17 16:56:00,"CHELSEA ST & CURTIS ST
EAST BOSTON  MA 02128
UNITE"
222018700,ASSAULT - SIMPLE,2009-03-17 16:14:00,WARREN ST & CARLISLE ST
222018698,FRAUD - FALSE PRETENSE / SCHEME,2009-03-07 10:00:00,SUDBURY ST
222018697,VERBAL DISPUTE,2009-03-17 16:26:00,BEACHVIEW RD
222018696,M/V ACCIDENT - PROPERTY DAMAGE,2009-03-17 16:51:00,PARIS ST
222018695,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),2009-03-17 00:00:00,BUNKER HILL ST
222018694,SICK ASSIST,2009-03-17 14:03:00,BLUE HILL AVE
222018693,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),2009-03-17 14:18:00,COMMONWEALTH AVE
222018691,SICK/INJURED/MEDICAL - PERSON,2009-03-17 15:39:00,HUCKINS ST
222018690,INVESTIGATE PERSON,2009-03-17 16:11:00,SMITH ST
222018688,LARCENY SHOPLIFTING,2009-03-17 15:35:00,BOYLSTON ST
222018686,VANDALISM,2009-03-17 00:00:00,BLUE HILL AVENUE
222018685,INVESTIGATE PERSON,2009-03-17 14:45:00,CUMBERLAND ST
222018684,PROPERTY - LOST/ MISSING,2009-03-17 15:18:00,"ADAMS ST & DUDLEY ST
ROXBURY  MA 02119
UNITED STAT"
222018683,FRAUD - CREDIT CARD / ATM FRAUD,2009-03-17 15:27:00,HARRISON AVE
222018682,LARCENY PICK-POCKET,2009-03-16 18:28:00,SUDBURY ST
222018681,THREATS TO DO BODILY HARM,2009-03-16 12:00:00,BLUE HILL AVE
222018680,BURGLARY - RESIDENTIAL,2009-03-17 14:52:00,GRANITE AVE
222018679,LARCENY THEFT OF MV PARTS & ACCESSORIES,2009-03-16 19:30:00,WINTHROP ST
222018678,SICK ASSIST,2009-03-17 14:16:00,STANIFORD ST
222018677,INVESTIGATE PERSON,2009-03-17 14:27:00,COMMONWEALTH AVE
222018676,LARCENY SHOPLIFTING,2009-03-17 11:40:00,NEWBURY ST
222018673,VERBAL DISPUTE,2009-03-17 14:24:00,CAROL AVENUE
222018672,SICK ASSIST,2009-03-17 13:02:00,STANIFORD ST
222018671,INVESTIGATE PERSON,2009-03-17 14:20:00,"L ST & E BROADWAY
SOUTH BOSTON  MA 02127
UNITED ST"
222018670,LARCENY THEFT FROM MV - NON-ACCESSORY,2009-03-16 20:00:00,WALNUT PARK
222018669,LARCENY ALL OTHERS,2009-03-17 11:27:00,BLUE HILL AVE
222018668,VERBAL DISPUTE,2009-03-17 13:20:00,HARRISON AVE
222018666,VERBAL DISPUTE,2009-03-15 15:00:00,RIVER ST
222018665,INVESTIGATE PROPERTY,2009-03-16 01:21:00,"MASSACHUSETTS AVE & TREMONT ST
BOSTON  MA 02118
UN"
222018664,LARCENY THEFT FROM MV - NON-ACCESSORY,2009-03-14 00:00:00,HARRISON AVE
222018663,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,2009-03-17 14:08:00,WASHINGTON ST
222018662,INVESTIGATE PROPERTY,2009-03-17 13:45:00,FREEPORT ST
222018661,HARASSMENT/ CRIMINAL HARASSMENT,2009-03-16 00:00:00,HYDE PARK AVE
222018659,INVESTIGATE PROPERTY,2009-03-17 09:55:00,SCHOOL ST
222018658,LARCENY THEFT FROM BUILDING,2009-03-17 12:49:00,N BEACON ST
222018657,INVESTIGATE PERSON,2009-03-17 13:14:00,W MAIN ST
222018656,ASSAULT - SIMPLE,2009-03-17 13:27:00,"PAPPAS WAY & E FIRST ST
SOUTH BOSTON  MA 02127
UNI"
222018655,M/V ACCIDENT - POLICE VEHICLE,2009-03-17 13:45:00,KINROSS RD
222018654,M/V ACCIDENT - POLICE VEHICLE,2009-03-17 13:31:00,BLUE HILL AVE
222018653,LIQUOR/ALCOHOL - DRINKING IN PUBLIC,2009-03-17 11:47:00,MARVIN ST
222018652,LIQUOR/ALCOHOL - DRINKING IN PUBLIC,2009-03-17 11:54:00,TABER ST
222018651,LIQUOR/ALCOHOL - DRINKING IN PUBLIC,2009-03-17 11:45:00,WASHINGTON ST
222018650,TRESPASSING,2009-03-17 12:43:00,DUDLEY ST
222018648,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,2009-03-17 13:00:00,"PLEASANT HILL AVE & CLANCY RD
BOSTON  MA 02126
UNI"
222018647,INVESTIGATE PROPERTY,2009-03-17 12:18:00,CALUMET ST
222018643,LARCENY SHOPLIFTING,2009-03-17 12:31:00,VINE ST
222018641,LARCENY THEFT FROM BUILDING,2009-03-17 12:26:00,WASHINGTON ST
222018637,LARCENY THEFT OF MV PARTS & ACCESSORIES,2009-03-17 12:05:00,SIDLAW RD
222018635,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-03-14 04:20:00,GIBSON ST
222018634,SICK/INJURED/MEDICAL - PERSON,2009-03-17 11:01:00,BLUE HILL AVE
222018633,VANDALISM,2009-03-17 12:09:00,VICTORY RD
222018632,LARCENY ALL OTHERS,2009-03-15 10:40:00,VINE ST
222018630,INVESTIGATE PERSON,2009-03-17 11:16:00,WORCESTER ST
222018629,SICK ASSIST,2009-03-17 11:27:00,"GROVE ST & WASHINGTON ST
WEST ROXBURY  MA 02132
UN"
222018628,VANDALISM,2009-03-17 11:05:00,EMBASSY RD
222018624,BURGLARY - RESIDENTIAL,2009-03-17 10:03:00,NORTHAMPTON ST
222018623,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-03-04 06:00:00,NEW SUDBURY ST
222018622,SICK ASSIST,2009-03-17 10:54:00,ESMOND ST
222018621,VAL - VIOLATION OF AUTO LAW,2009-03-17 11:09:00,"STATE ST & BROAD ST
BOSTON  MA 02109
UNITED STATES"
222018620,VAL - VIOLATION OF AUTO LAW,2009-03-11 18:58:00,"ATLANTIC AVE & CONGRESS ST
BOSTON  MA 02210
UNITED"
222018619,BREAKING AND ENTERING (B&E) MOTOR VEHICLE (NO PROPERTY STOLEN),2009-03-16 15:00:00,RIVER ST
222018618,SICK ASSIST,2009-03-17 10:59:00,THOMPSON ST
222018617,M/V ACCIDENT - OTHER,2009-03-17 11:21:00,HARRISON AVE
222018616,M/V ACCIDENT - POLICE VEHICLE,2009-03-15 08:30:00,WASHINGTON ST
222018615,LARCENY THEFT FROM MV - NON-ACCESSORY,2009-03-15 20:00:00,HARRISON AVE
222018612,LARCENY THEFT FROM BUILDING,2009-03-10 22:30:00,WASHINGTON ST
222018610,SICK ASSIST,2009-03-17 10:14:00,FAULKNER ST
222018609,FUGITIVE FROM JUSTICE,2009-03-17 00:00:00,HUNTINGTON AVE
222018608,PROPERTY - FOUND,2009-03-17 08:00:00,BLUE HILL AVE
222018607,TOWED MOTOR VEHICLE,2009-03-17 09:22:00,TREMONT ST
222018606,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-03-16 20:02:00,DORCHESTER AVE
222018605,FUGITIVE FROM JUSTICE,2009-03-17 10:35:00,E BROADWAY
222018604,VERBAL DISPUTE,2009-03-17 09:59:00,HEMENWAY ST
222018602,VAL - OPERATING AFTER REV/SUSP.,2009-03-17 09:34:00,MASSACHUSETTS AVE
222018601,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),2009-03-17 09:37:00,NORTHAMPTON ST
222018600,LARCENY SHOPLIFTING,2009-03-17 10:02:00,WASHINGTON ST
222018598,INVESTIGATE PERSON,2009-03-17 08:21:00,CHARLESGATE W
222018596,SICK ASSIST,2009-03-17 09:01:00,W BOUNDARY RD
222018595,INVESTIGATE PERSON,2009-03-17 08:50:00,HAMMOND ST
222018593,INVESTIGATE PROPERTY,2009-03-17 09:38:00,RIVER ST
222018592,FRAUD - FALSE PRETENSE / SCHEME,2009-03-16 09:52:00,EMERSON ST
222018591,ASSAULT - SIMPLE,2009-03-17 09:22:00,BOWDOIN ST
222018590,BURGLARY - COMMERICAL,2009-03-17 09:04:00,LUBEC ST
222018589,TOWED MOTOR VEHICLE,2009-03-17 09:00:00,HOWARD AVE
222018588,M/V ACCIDENT - PROPERTY DAMAGE,2009-03-16 12:00:00,MORELAND ST
222018587,M/V ACCIDENT - PROPERTY DAMAGE,2009-03-17 09:16:00,FREEPORT ST
222018586,SICK/INJURED/MEDICAL - PERSON,2009-03-17 07:23:00,TRUMAN PKWY
222018585,FRAUD - FALSE PRETENSE / SCHEME,2009-03-17 09:07:00,BOSTON ST
222018584,INVESTIGATE PROPERTY,2009-03-17 03:49:00,SOUTHAMPTON ST
222018583,PROPERTY - FOUND,2009-03-17 09:00:00,SUDBURY ST
222018582,M/V ACCIDENT - PERSONAL INJURY,2009-03-17 08:14:00,WASHINGTON ST
222018580,VAL - VIOLATION OF AUTO LAW,2009-03-17 06:20:00,RIVER
222018578,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-03-17 06:45:00,SUDBURY ST
222018577,VERBAL DISPUTE,2009-03-17 07:44:00,MOORE ST
222018576,VAL - VIOLATION OF AUTO LAW,2009-03-09 13:05:00,HUMBOLDT AVE
222018575,M/V ACCIDENT - PROPERTY DAMAGE,2009-03-17 07:35:00,CALLENDER ST
222018574,ROBBERY,2009-03-07 08:00:00,HARRISON AVE
222018572,PROPERTY - LOST/ MISSING,2009-03-10 17:00:00,HYDE PARK AVE
222018571,SICK ASSIST,2009-03-17 07:11:00,ELLET ST
222018570,BURGLARY - COMMERICAL,2009-03-17 06:45:00,MASSACHUSETTS AVE
222018568,INVESTIGATE PERSON,2009-03-17 06:26:00,GALLIVAN BLVD
222018567,INVESTIGATE PERSON,2009-03-17 06:27:00,RIVER ST
222018565,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,2009-03-17 06:27:00,RIVER ST
222018563,SUDDEN DEATH,2009-03-17 03:53:00,STRATTON ST
222018562,INVESTIGATE PERSON,2009-03-17 04:30:00,ALBANY ST
222018561,INVESTIGATE PROPERTY,2009-03-17 00:38:00,TREMONT ST
222018559,INVESTIGATE PROPERTY,2009-03-17 00:09:00,HOWARD AVE
222018558,VANDALISM,2009-03-17 01:23:00,UNION ST
222018557,MISSING PERSON - LOCATED,2009-03-17 02:26:00,CHENEY ST
222018556,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,2009-03-17 00:00:00,"WASHINGTON ST & NEWCOMB ST
BOSTON  MA 02118
UNITED"
222018552,SICK/INJURED/MEDICAL - PERSON,2009-03-17 01:09:00,LYON ST
222018550,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-03-16 23:28:00,"BEACON ST & MAITLAND ST
BOSTON  MA 02215
UNITED ST"
222018549,TOWED MOTOR VEHICLE,2009-03-17 01:13:00,"PINE ST & WASHINGTON ST
BOSTON  MA 02111
UNITED ST"
222018548,THREATS TO DO BODILY HARM,2009-03-17 01:11:00,GIBSON ST
222018547,SUDDEN DEATH,2009-03-17 00:19:00,COMO RD
222018546,M/V ACCIDENT - OTHER,2009-03-17 00:48:00,RIVER ST
222018545,ASSAULT - AGGRAVATED,2009-03-17 00:12:00,RIVERWAY
222018543,SICK ASSIST,2009-03-16 23:37:00,NEWBURY ST
222018540,VANDALISM,2009-03-15 21:00:00,BORDER ST
222018539,INVESTIGATE PERSON,2009-03-16 23:01:00,BOWDOIN ST
222018536,ASSAULT - SIMPLE,2009-03-16 22:48:00,BOYLSTON ST
222018535,SICK/INJURED/MEDICAL - PERSON,2009-03-16 22:13:00,ATLANTIC AVE
222018533,SICK ASSIST - DRUG RELATED ILLNESS,2009-03-16 22:16:00,BUNKER HILL ST
222018532,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-03-16 20:30:00,RIVER ST
222018531,LARCENY THEFT OF BICYCLE,2009-03-16 21:20:00,UNION ST
222018530,INVESTIGATE PROPERTY,2009-03-16 21:59:00,CHARTER ST
222018529,TRESPASSING,2009-03-16 21:45:00,ALLSTATE RD
222018527,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-03-16 00:00:00,MAYWOOD ST
222018526,VANDALISM,2009-03-16 20:45:00,W BROADWAY
222018525,LARCENY SHOPLIFTING,2009-03-16 21:45:00,BLUE HILL AVENUE
222018524,M/V ACCIDENT - PERSONAL INJURY,2009-03-16 17:28:00,"NEPONSET AVE & PARKMAN ST
DORCHESTER  MA 02122
UNI"
222018523,FIRE REPORT,2009-03-16 21:38:00,KERWIN ST
222018522,SICK/INJURED/MEDICAL - POLICE,2009-03-16 08:10:00,MASSACHUSETTS AVE
222018521,TOWED MOTOR VEHICLE,2009-03-16 21:18:00,IPSWICH ST
222018520,INVESTIGATE PROPERTY,2009-03-16 21:31:00,KEENAN RD
222018519,INVESTIGATE PERSON,2009-03-15 18:28:00,"WASHINGTON ST & MORTON ST
DORCHESTER  MA 02124
UNI"
222018518,MISSING PERSON - LOCATED,2009-03-16 20:36:00,BROOKLEDGE ST
222018516,TOWED MOTOR VEHICLE,2009-03-16 00:00:00,WILLIAMS ST
222018514,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),2009-03-16 21:11:00,"NORTHAMPTON ST & WASHINGTON ST
ROXBURY  MA 02118
U"
222018513,VAL - VIOLATION OF AUTO LAW,2009-03-08 14:15:00,HARRISON AVE
222018512,MISSING PERSON - LOCATED,2009-03-16 20:30:00,GIBSON ST
222018511,SICK ASSIST,2009-03-16 19:51:00,SALEM ST
222018510,LARCENY THEFT FROM BUILDING,2009-03-16 19:59:00,WASHINGTON ST
222018509,INVESTIGATE PROPERTY,2009-03-16 20:49:00,OWENCROFT RD
222018508,INVESTIGATE PERSON,2009-03-16 02:30:00,WASHINGTON ST
222018507,BALLISTICS EVIDENCE/FOUND,2009-03-16 20:40:00,"ROXTON ST & GLENWAY ST
DORCHESTER  MA 02121
UNITED"
222018506,ASSAULT - AGGRAVATED,2009-03-16 20:06:00,RIVERWAY
222018505,INVESTIGATE PERSON,2009-03-16 19:10:00,REV RICHARD A BURKE ST
222018504,ASSAULT - AGGRAVATED,2009-03-16 19:36:00,ALBANY ST
222018503,THREATS TO DO BODILY HARM,2009-03-16 20:12:00,WASHINGTON ST
222018499,INVESTIGATE PROPERTY,2009-03-16 20:14:00,FRIEND ST
222018498,ASSAULT - SIMPLE,2009-03-16 00:00:00,BICKFORD ST
222018497,INVESTIGATE PERSON,2009-03-16 19:16:00,NORTHAMPTON ST
222018496,THREATS TO DO BODILY HARM,2009-03-16 14:49:00,E COTTAGE ST
222018493,MISSING PERSON,2009-03-16 19:57:00,GIBSON ST
222018491,INVESTIGATE PERSON,2009-03-16 18:53:00,CLIFFMONT ST
222018488,INVESTIGATE PERSON,2009-03-16 18:36:00,SOUTHAMPTON ST
222018486,FRAUD - WIRE,2009-03-14 20:00:00,VINE ST
222018485,SICK ASSIST,2009-03-16 15:52:00,TALBOT AVE
222018483,HARASSMENT/ CRIMINAL HARASSMENT,2009-03-16 17:56:00,O'BRIEN COURT
222018482,FRAUD - CREDIT CARD / ATM FRAUD,2009-03-16 19:06:00,ADAMS ST
222018481,PROPERTY - LOST/ MISSING,2009-03-14 11:15:00,HYDE PARK AVE
222018480,VANDALISM,2009-03-15 23:15:00,W BROADWAY
222018479,LARCENY SHOPLIFTING,2009-03-16 17:54:00,BOYLSTON ST
222018477,INVESTIGATE PROPERTY,2009-03-16 16:57:00,HIGHGATE ST
222018476,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,2009-03-16 18:47:00,BLUE HILL AVE
222018474,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,2009-03-16 00:00:00,BLUE HILL AVE
222018473,VAL - VIOLATION OF AUTO LAW,2009-03-16 17:59:00,"MASSACHUSETTS AVE & MELNEA CASS BLVD
ROXBURY  MA 0"
222018471,INVESTIGATE PERSON,2009-03-16 16:35:00,"WASHINGTON ST & E LENOX ST
ROXBURY  MA 02118
UNITE"
222018470,VAL - VIOLATION OF AUTO LAW,2009-03-16 18:23:00,"ARLINGTON ST & HILTON ST
HYDE PARK  MA 02136
UNITE"
222018469,SICK/INJURED/MEDICAL - PERSON,2009-03-16 18:24:00,BLUE HILL AVE
222018468,INVESTIGATE PROPERTY,2009-03-15 20:05:00,GIBSON ST
222018467,FRAUD - FALSE PRETENSE / SCHEME,2009-03-14 10:00:00,ALEXANDER ST
222018465,INVESTIGATE PERSON,2009-03-16 17:00:00,SOUTH ST
222018463,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-03-14 18:00:00,WASHINGTON ST
222018462,INVESTIGATE PROPERTY,2009-03-16 16:00:00,HYDE PARK AVE
222018461,VANDALISM,2009-03-15 04:30:00,WALFORD WAY
222018460,INVESTIGATE PERSON,2009-03-16 17:49:00,BOWDOIN ST
222018459,SICK ASSIST,2009-03-16 17:28:00,DIMOCK ST
222018458,INVESTIGATE PROPERTY,2009-03-16 05:00:00,GIBSON ST
222018457,TOWED MOTOR VEHICLE,2009-03-16 17:49:00,LAMARTINE ST
222018456,FORGERY / COUNTERFEITING,2009-03-10 17:56:00,AMERICAN LEGION HWY
222018454,LARCENY THEFT OF MV PARTS & ACCESSORIES,2009-03-14 21:00:00,PARIS ST
222018453,BALLISTICS EVIDENCE/FOUND,2009-03-16 17:20:00,GAY HEAD ST
222018452,INVESTIGATE PERSON,2009-03-16 17:47:00,RIVER ST
222018451,LARCENY THEFT FROM BUILDING,2009-03-16 13:20:00,MARTIN LUTHER KING JR BLVD
222018450,ASSAULT - SIMPLE,2009-03-16 16:36:00,BLUE HILL AVE
222018449,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,2009-03-16 16:42:00,WARREN ST
222018448,VIOLATION - CITY ORDINANCE,2009-03-16 16:23:00,"WARREN ST & DUDLEY ST
ROXBURY  MA 02119
UNITED STA"
222018447,LARCENY SHOPLIFTING,2009-03-16 17:08:00,MASSACHUSETTS AVE
222018446,INVESTIGATE PROPERTY,2009-03-16 17:36:00,LEGENDS WAY
222018445,INVESTIGATE PERSON,2009-03-15 16:58:00,HIAWATHA RD
222018443,TOWED MOTOR VEHICLE,2009-03-16 16:17:00,READVILLE ST
222018442,LARCENY ALL OTHERS,2009-03-15 16:43:00,CENTRE ST
222018441,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,2009-03-16 17:23:00,"AMERICAN LEGION HWY & FRANKLIN HILL AVE
BOSTON  MA"
222018440,LARCENY THEFT FROM BUILDING,2009-03-16 16:49:00,BEACON ST
222018436,THREATS TO DO BODILY HARM,2009-03-16 00:00:00,BLUE HILL AVE
222018435,MISSING PERSON - LOCATED,2009-03-16 17:01:00,PARIS ST
222018434,INVESTIGATE PROPERTY,2009-03-16 15:30:00,COMMONWEALTH AVE
222018433,SICK ASSIST,2009-03-16 16:30:00,BOYDEN ST
222018432,LARCENY THEFT FROM BUILDING,2009-03-10 19:45:00,BOWDOIN ST
222018431,LARCENY THEFT FROM MV - NON-ACCESSORY,2009-03-16 16:18:00,SAINT STEPHEN ST
222018430,INVESTIGATE PERSON,2009-03-16 14:26:00,BLUE HILL AVE
222018428,ASSAULT - AGGRAVATED,2009-03-16 12:00:00,PARIS ST
222018427,ASSAULT - SIMPLE,2009-03-16 16:15:00,CORINTH ST
222018426,ASSAULT - SIMPLE,2009-03-16 15:20:00,ENDICOTT ST
222018425,FRAUD - FALSE PRETENSE / SCHEME,2009-03-16 15:00:00,CENTRE ST
222018424,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-03-07 09:00:00,CENTRE ST
222018423,M/V ACCIDENT - POLICE VEHICLE,2009-03-16 16:11:00,WEBSTER ST
222018422,INVESTIGATE PERSON,2009-03-16 15:43:00,WEBSTER ST
222018420,SICK ASSIST,2009-03-16 14:35:00,ALBANY ST
222018418,M/V ACCIDENT - PROPERTY DAMAGE,2009-03-16 14:00:00,HARRISON AVE
222018417,INVESTIGATE PERSON,2009-03-16 14:58:00,FAIRLAWN AVE
222018416,BURGLARY - RESIDENTIAL,2009-03-11 00:00:00,RONALD ST
222018415,INVESTIGATE PROPERTY,2009-03-16 15:14:00,HANCOCK ST
222018414,VANDALISM,2009-03-16 14:59:00,WASHINGTON ST
222018413,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,2009-03-16 13:50:00,TEMPLE PL
222018411,PROPERTY - LOST/ MISSING,2009-03-04 23:45:00,SUDBURY ST
222018410,FRAUD - FALSE PRETENSE / SCHEME,2009-03-16 14:58:00,HARRISON AVE
222018408,TOWED MOTOR VEHICLE,2009-03-16 13:12:00,TAYLOR ST
222018407,SEARCH WARRANT,2009-03-16 14:49:00,MILLET ST
222018406,LARCENY ALL OTHERS,2009-03-12 09:42:00,SUDBURY ST
222018405,FRAUD - IMPERSONATION,2009-03-16 10:30:00,BLUE HILL AVE
222018404,LARCENY THEFT FROM MV - NON-ACCESSORY,2009-03-15 15:00:00,GIBSON ST
222018403,INVESTIGATE PERSON,2009-03-16 13:37:00,OLD IRONSIDES WAY
222018402,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,2009-03-16 14:37:00,WASHINGTON ST
222018401,SICK ASSIST,2009-03-16 13:15:00,HAMILTON ST
222018400,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,2009-03-16 14:02:00,"GENEVA AVE & PARK ST
DORCHESTER  MA 02124
UNITED S"
222018399,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-03-16 00:00:00,BLUE HILL AVE
222018398,PROPERTY - LOST/ MISSING,2009-03-15 13:00:00,PARIS ST
222018397,BURGLARY - RESIDENTIAL,2009-03-15 18:00:00,MATTAPAN ST
222018396,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,2009-03-16 00:00:00,TEMPLE PL
222018395,PROPERTY - LOST/ MISSING,2009-03-16 14:00:00,GIBSON ST
222018394,LARCENY THEFT FROM BUILDING,2009-03-16 10:30:00,DIMOCK ST
222018393,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-03-16 14:10:00,BLUE HILL AVE
222018392,FRAUD - WIRE,2009-03-15 16:00:00,GIBSON ST
222018390,M/V ACCIDENT - OTHER,2009-03-16 10:06:00,CLIFFMONT ST
222018389,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-03-16 12:41:00,BRADSTON ST
222018388,SICK/INJURED/MEDICAL - PERSON,2009-03-16 13:48:00,VINE ST
222018387,LARCENY SHOPLIFTING,2009-03-16 13:22:00,WASHINGTON ST
222018386,ASSAULT - SIMPLE,2009-03-15 00:00:00,HARRISON AVE
222018385,VANDALISM,2009-03-02 14:08:00,WASHINGTON ST
222018384,M/V ACCIDENT - POLICE VEHICLE,2009-03-16 14:08:00,"WARREN ST & WINTHROP ST
ROXBURY  MA 02119
UNITED S"
222018383,FORGERY / COUNTERFEITING,2009-03-02 14:00:00,WASHINGTON ST
222018379,HARASSMENT/ CRIMINAL HARASSMENT,2009-03-14 06:51:00,AUGUSTUS AVE
222018378,SICK ASSIST,2009-03-16 13:07:00,CLAYBOURNE ST
222018377,SICK/INJURED/MEDICAL - PERSON,2009-03-15 16:17:00,DORCHESTER AVE
222018375,INVESTIGATE PERSON,2009-03-16 13:26:00,WASHINGTON ST
222018373,PROPERTY - LOST/ MISSING,2009-03-16 11:20:00,MASSACHUSETTS AVE
222018371,INVESTIGATE PERSON,2009-03-16 12:08:00,CHARLES ST
222018369,M/V ACCIDENT - OTHER,2009-03-16 12:58:00,"DUDLEY ST & MAGAZINE ST
ROXBURY  MA 02119
UNITED S"
222018368,MISSING PERSON - LOCATED,2009-03-16 12:10:00,BLUE HILL AVE
222018367,FORGERY / COUNTERFEITING,2009-02-21 12:00:00,HYDE PARK AVE
222018366,M/V - LEAVING SCENE - PROPERTY DAMAGE,2009-03-16 11:00:00,HARRISON AVE
222018364,ASSAULT - AGGRAVATED,2009-03-16 12:43:00,WESTVILLE ST
222018363,TRESPASSING,2009-03-16 12:03:00,WALNUT AVE
222018361,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,2009-03-16 12:37:00,HANCOCK ST
222018360,M/V ACCIDENT - PROPERTY DAMAGE,2009-03-16 11:38:00,ROMSEY ST
222018359,LARCENY THEFT FROM MV - NON-ACCESSORY,2009-03-15 21:00:00,HAVILAND ST
222018358,MISSING PERSON - LOCATED,2009-03-16 12:32:00,HARRISON AVE
222018355,LARCENY SHOPLIFTING,2009-03-16 12:11:00,MASSACHUSETTS AVE
